액터번호,이미지캡션(국문),이미지캡션(영문)
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 후면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of cotton-pants on back view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 후면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of cotton-pants on left back view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 정면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of cotton-pants on right front view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 정면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of cotton-pants on front view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 정면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of cotton-pants on left front view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 후면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of cotton-pants on right back view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 후면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of cotton-pants on back view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 후면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of cotton-pants on left back view."
0554,흰색 배경에서 30대 남자가 셔츠와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 정면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of cotton-pants on right front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on left front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on right back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on left back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on right front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on left front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on right back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on left back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on right front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on left front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on right back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on left back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on right front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on left front view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on right back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on left back view."
0555,흰색 배경에서 20대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on right front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An 30s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An 30s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on left front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An 30s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on right back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An 30s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An 30s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on left back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An 30s women is taking position on white backround; Standing straight, wearing a shirts, and a pair of jeans on right front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An 30s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An 30s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on left front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An 30s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on right back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An 30s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An 30s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on left back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An 30s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a shirts, and a pair of jeans on right front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 정면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 정면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on left front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 후면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on right back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 후면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 후면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on left back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 정면 모습.,"An 30s women is taking position on white backround; posing T posture with both arms, wearing a shirts, and a pair of jeans on right front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 정면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 정면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on left front view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 후면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on right back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 후면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 후면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on left back view."
0556,흰색 배경에서 30대 남자가 셔츠와 청바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 정면 모습.,"An 30s women is taking position on white backround; posing A posture with both arms, wearing a shirts, and a pair of jeans on right front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on left front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on right back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on left back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on right front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on left front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on right back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on left back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on right front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on left front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on right back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on left back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on right front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on left front view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on right back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on left back view."
0558,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on right front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on left front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on right back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on left back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a knit, and a pair of cotton-pants on right front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on left front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on right back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on left back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a knit, and a pair of cotton-pants on right front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on left front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on right back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on left back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a knit, and a pair of cotton-pants on right front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on left front view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on right back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on left back view."
0559,흰색 배경에서 20대 남자가 니트와 면바지를 입고 양팔 A자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a knit, and a pair of cotton-pants on right front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 바로 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of nylon-trousers on front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 바로 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of nylon-trousers on left front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 바로 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of nylon-trousers on right back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 바로 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of nylon-trousers on back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 바로 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of nylon-trousers on left back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 바로 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; Standing straight, wearing a short-sleeve-shirt, and a pair of nylon-trousers on right front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of nylon-trousers on front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of nylon-trousers on left front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of nylon-trousers on right back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of nylon-trousers on back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of nylon-trousers on left back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 머리 위로 팔 뻗은 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; inverting both arms at 90 degree at shoulder level, wearing a short-sleeve-shirt, and a pair of nylon-trousers on right front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 T자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on left front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on right back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 T자 선 자세를 취하고 있는 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 T자 선 자세를 취하고 있는 좌측 후면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on left back view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 T자 선 자세를 취하고 있는 우측 정면 모습.,"An 20s women is taking position on white backround; posing T posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on right front view."
0562,흰색 배경에서 20대 남자가 반팔티와 나일론바지를 입고 양팔 A자 선 자세를 취하고 있는 정면 모습.,"An 20s women is taking position on white backround; posing A posture with both arms, wearing a short-sleeve-shirt, and a pair of nylon-trousers on front view."
